
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
564,Alexei Ramirez,34,SDP,128,444,421,33,101,19,2,5,41,6,9,17,56,.240,.275,.330,.605,63,139,7,4,0,2,3,*6/9D
565,J.C. Ramirez,27,CIN,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
566,Jose Ramirez,26,ATL,33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
567,Neil Ramirez,27,TOT,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
568,Neil Ramirez,27,CHC,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
569,Neil Ramirez,27,MIL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
570,A.J. Ramos,29,MIA,67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
571,Edubray Ramos,23,PHI,42,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,1
572,Wilson Ramos,28,WSN,131,523,482,58,148,25,0,22,80,0,0,35,79,.307,.354,.496,.850,123,239,17,2,0,4,2,*2
573,Josh Ravin,28,LAD,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
574,Robbie Ray*,24,ARI,32,60,53,3,10,2,0,1,2,0,0,1,26,.189,.204,.283,.487,26,15,0,0,6,0,0,1
575,Colin Rea,25,TOT,21,39,33,3,4,0,0,0,1,0,0,2,16,.121,.171,.121,.293,-19,4,0,0,4,0,0,1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
576,Colin Rea,25,SDP,20,38,33,3,4,0,0,0,1,0,0,2,16,.121,.171,.121,.293,-19,4,0,0,3,0,0,1
577,Colin Rea,25,MIA,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,/1
578,J.T. Realmuto,25,MIA,137,545,509,60,154,31,0,11,48,12,4,28,100,.303,.343,.428,.771,110,218,12,5,0,3,1,*2/D
579,Anthony Recker,32,ATL,33,112,90,6,25,8,0,2,15,1,0,16,22,.278,.394,.433,.828,123,39,0,2,3,1,1,2
580,Josh Reddick*,29,LAD,47,167,155,20,40,6,0,2,9,3,3,11,22,.258,.307,.335,.643,76,52,1,0,0,0,0,9
581,Addison Reed*,27,NYM,80,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
582,Cody Reed*,23,CIN,10,14,11,1,0,0,0,0,0,0,0,1,6,.000,.083,.000,.083,-75,0,0,0,2,0,0,1
583,Michael Reed,23,MIL,8,24,22,3,4,0,0,0,0,1,0,2,7,.182,.250,.182,.432,18,4,1,0,0,0,0,/87
584,Tony Renda,25,CIN,32,67,60,4,11,2,0,0,3,0,0,5,11,.183,.246,.217,.463,25,13,4,0,2,0,0,/4795
585,Anthony Rendon,26,WSN,156,647,567,91,153,38,2,20,85,12,6,65,117,.270,.348,.450,.797,110,255,5,7,0,8,2,*5
586,Hunter Renfroe,24,SDP,11,36,35,8,13,3,0,4,14,0,0,1,5,.371,.389,.800,1.189,210,28,1,0,0,0,1,/9
587,Ben Revere*,28,WSN,103,375,350,44,76,9,7,2,24,14,5,18,34,.217,.260,.300,.560,49,105,12,3,2,2,0,87
588,Alex Reyes,21,STL,12,15,14,0,1,0,0,0,1,0,0,0,5,.071,.071,.071,.143,-61,1,1,0,1,0,0,1
589,Jo-Jo Reyes*,31,MIA,1,0,,,,,,,,,,,,,,,,,,,,,,,/1
590,Jose Reyes#,33,NYM,60,279,255,45,68,13,4,8,24,9,2,23,49,.267,.326,.443,.769,104,113,3,0,0,1,1,56
591,Mark Reynolds,32,COL,118,441,393,61,111,24,0,14,53,1,2,42,112,.282,.356,.450,.806,100,177,6,4,0,2,1,*3/4
592,Matt Reynolds*,31,SFG,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
593,Matt Reynolds,25,NYM,47,96,89,11,20,8,0,3,13,0,1,4,34,.225,.266,.416,.682,79,37,2,1,2,0,0,6/547
594,Clayton Richard*,32,TOT,37,21,17,0,1,0,0,0,1,0,0,1,9,.059,.111,.059,.170,-52,1,0,0,3,0,0,1
595,Clayton Richard*,32,CHC,26,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
596,Clayton Richard*,32,SDP,11,20,16,0,1,0,0,0,1,0,0,1,9,.063,.118,.063,.180,-49,1,0,0,3,0,0,1
597,Rene Rivera,32,NYM,65,207,185,12,41,4,0,6,26,0,0,16,54,.222,.291,.341,.632,69,63,4,3,1,2,3,2/3D
